trim,educ,posicao_inicial,posicao_final,transition
2014_2,2,2,2,0.8731896474845336
2014_3,2,1,1,0.8955070622786228
2014_3,2,1,2,0.10449293772137727
2014_3,2,2,1,0.13286749977514994
2014_3,2,2,2,0.86713250022485
2014_4,2,1,1,0.8751541482938822
2014_4,2,1,2,0.12484585170611788
2014_4,2,2,1,0.13059688636152633
2014_4,2,2,2,0.8694031136384737
2015_1,2,1,1,0.8807573349931881
2015_1,2,1,2,0.11924266500681194
2015_1,2,2,1,0.12638148171838257
2015_1,2,2,2,0.8736185182816174
2015_2,2,1,1,0.8851387784175794
2015_2,2,1,2,0.11486122158242068
2015_2,2,2,1,0.12118677412913047
2015_2,2,2,2,0.8788132258708695
2015_3,2,1,1,0.8720097772784838
2015_3,2,1,2,0.12799022272151617
2015_3,2,2,1,0.1398352417736854
2015_3,2,2,2,0.8601647582263146
2015_4,2,1,1,0.8651452607567229
2015_4,2,1,2,0.134854739243277
2015_4,2,2,1,0.1265174992886769
2015_4,2,2,2,0.8734825007113232
2016_1,2,1,1,0.8592944767443715
2016_1,2,1,2,0.14070552325562846
2016_1,2,2,1,0.1287850351444682
2016_1,2,2,2,0.8712149648555317
2016_2,2,1,1,0.8640575471552919
2016_2,2,1,2,0.13594245284470807
2016_2,2,2,1,0.12229181425774958
2016_2,2,2,2,0.8777081857422504
2016_3,2,1,1,0.8732658945336604
2016_3,2,1,2,0.1267341054663396
2016_3,2,2,1,0.1228436970521858
2016_3,2,2,2,0.8771563029478142
2016_4,2,1,1,0.8550613901305769
2016_4,2,1,2,0.1449386098694231
2016_4,2,2,1,0.12255629188839408
2016_4,2,2,2,0.8774437081116059
2017_1,2,1,1,0.8793418493714634
2017_1,2,1,2,0.1206581506285366
2017_1,2,2,1,0.128073516960532
2017_1,2,2,2,0.871926483039468
2017_2,2,1,1,0.877656718820746
2017_2,2,1,2,0.12234328117925393
2017_2,2,2,1,0.1269193835916042
2017_2,2,2,2,0.8730806164083958
2017_3,2,1,1,0.8750876053643938
2017_3,2,1,2,0.12491239463560627
2017_3,2,2,1,0.13116320644858231
2017_3,2,2,2,0.8688367935514177
2017_4,2,1,1,0.8618625657176607
2017_4,2,1,2,0.1381374342823393
2017_4,2,2,1,0.11859344186010683
2017_4,2,2,2,0.8814065581398932
2018_1,2,1,1,0.8713727768810162
2018_1,2,1,2,0.1286272231189838
2018_1,2,2,1,0.1221892359079461
2018_1,2,2,2,0.8778107640920539
2018_2,2,1,1,0.8813577383074869
2018_2,2,1,2,0.11864226169251313
2018_2,2,2,1,0.12275672217411068
2018_2,2,2,2,0.8772432778258893
2018_3,2,1,1,0.880097894052453
2018_3,2,1,2,0.11990210594754704
2018_3,2,2,1,0.12396838856986866
2018_3,2,2,2,0.8760316114301313
2018_4,2,1,1,0.8626713132757318
2018_4,2,1,2,0.1373286867242683
2018_4,2,2,1,0.11836212091103808
2018_4,2,2,2,0.881637879088962
2019_1,2,1,1,0.8819879877721022
2019_1,2,1,2,0.11801201222789781
2019_1,2,2,1,0.12828554336650871
2019_1,2,2,2,0.8717144566334912
2019_2,2,1,1,0.8761114628802648
2019_2,2,1,2,0.12388853711973526
2019_2,2,2,1,0.116202430764068
2019_2,2,2,2,0.883797569235932
2019_3,2,1,1,0.8833247245705403
2019_3,2,1,2,0.11667527542945964
2019_3,2,2,1,0.12231172055418538
2019_3,2,2,2,0.8776882794458146
2019_4,2,1,1,0.8671664257727355
2019_4,2,1,2,0.13283357422726455
2019_4,2,2,1,0.10956881581598299
2019_4,2,2,2,0.890431184184017
2020_1,2,1,1,0.8385448812696213
2020_1,2,1,2,0.16145511873037866
2020_1,2,2,1,0.04372457709273696
2020_1,2,2,2,0.9562754229072631
2020_2,2,1,1,0.8814486870253563
2020_2,2,1,2,0.11855131297464376
2020_2,2,2,1,0.07264041916759538
2020_2,2,2,2,0.9273595808324047
2020_3,2,1,1,0.9269126941649818
2020_3,2,1,2,0.07308730583501817
2020_3,2,2,1,0.07058339947245787
2020_3,2,2,2,0.9294166005275422
2020_4,2,1,1,0.912994377619574
2020_4,2,1,2,0.08700562238042596
2020_4,2,2,1,0.06306943342374964
2020_4,2,2,2,0.9369305665762504
2021_1,2,1,1,0.9209795873806135
2021_1,2,1,2,0.07902041261938655
2021_1,2,2,1,0.06725506494921656
2021_1,2,2,2,0.9327449350507835
2021_2,2,1,1,0.9357503395471382
2021_2,2,1,2,0.0642496604528619
2021_2,2,2,1,0.07883328269298691
2021_2,2,2,2,0.921166717307013
2021_3,2,1,1,0.9336660270493935
2021_3,2,1,2,0.06633397295060652
2021_3,2,2,1,0.08029843107695127
2021_3,2,2,2,0.9197015689230488
2021_4,2,1,1,0.8443349571580515
2021_4,2,1,2,0.1556650428419485
2021_4,2,2,1,0.13311579569894416
2021_4,2,2,2,0.8668842043010558
2012_1,3,1,1,0.9238721200714346
2012_1,3,1,2,0.07612787992856541
2012_1,3,2,1,0.2086547984316607
2012_1,3,2,2,0.7913452015683393
2012_2,3,1,1,0.9273059556579681
2012_2,3,1,2,0.07269404434203187
2012_2,3,2,1,0.1843449720201217
2012_2,3,2,2,0.8156550279798783
2012_3,3,1,1,0.9235051495332434
2012_3,3,1,2,0.07649485046675664
2012_3,3,2,1,0.18007836881285336
2012_3,3,2,2,0.8199216311871467
2012_4,3,1,1,0.9113712476084749
2012_4,3,1,2,0.0886287523915251
2012_4,3,2,1,0.1789253139589886
2012_4,3,2,2,0.8210746860410114
2013_1,3,1,1,0.9176161537412683
2013_1,3,1,2,0.0823838462587318
2013_1,3,2,1,0.20477187764012
2013_1,3,2,2,0.79522812235988
2013_2,3,1,1,0.9181903443857627
2013_2,3,1,2,0.08180965561423723
2013_2,3,2,1,0.2023349126810542
2013_2,3,2,2,0.7976650873189458
2013_3,3,1,1,0.922753368316523
2013_3,3,1,2,0.07724663168347697
2013_3,3,2,1,0.19005515305429285
2013_3,3,2,2,0.8099448469457071
2013_4,3,1,1,0.9143744553366024
2013_4,3,1,2,0.08562554466339754
2013_4,3,2,1,0.17751325599714335
2013_4,3,2,2,0.8224867440028567
2014_1,3,1,1,0.9234547291881615
2014_1,3,1,2,0.07654527081183847
2014_1,3,2,1,0.18777346961512514
2014_1,3,2,2,0.8122265303848748
2014_2,3,1,1,0.9265778415841697
2014_2,3,1,2,0.0734221584158303
2014_2,3,2,1,0.1745005101665879
2014_2,3,2,2,0.825499489833412
2014_3,3,1,1,0.9291943460218023
2014_3,3,1,2,0.0708056539781977
2014_3,3,2,1,0.1748437861714542
2014_3,3,2,2,0.8251562138285458
2014_4,3,1,1,0.914658797778334
2014_4,3,1,2,0.08534120222166595
2014_4,3,2,1,0.1642683833815309
2014_4,3,2,2,0.8357316166184691
2015_1,3,1,1,0.9212940543027032
2015_1,3,1,2,0.07870594569729678
2015_1,3,2,1,0.16835146095740877
2015_1,3,2,2,0.8316485390425913
2015_2,3,1,1,0.9246911863693373
2015_2,3,1,2,0.07530881363066269
2015_2,3,2,1,0.16243685359205104
2015_2,3,2,2,0.8375631464079489
2015_3,3,1,1,0.9127908483905809
2015_3,3,1,2,0.08720915160941911
2015_3,3,2,1,0.1900641772447034
2015_3,3,2,2,0.8099358227552966
2015_4,3,1,1,0.9028795677511157
2015_4,3,1,2,0.09712043224888432
2015_4,3,2,1,0.15892820794266987
2015_4,3,2,2,0.8410717920573301
2016_1,3,1,1,0.9079856531866375
2016_1,3,1,2,0.09201434681336249
2016_1,3,2,1,0.1804760572212822
2016_1,3,2,2,0.8195239427787178
2016_2,3,1,1,0.9059907616998696
2016_2,3,1,2,0.09400923830013037
2016_2,3,2,1,0.16653038158768824
2016_2,3,2,2,0.8334696184123117
2016_3,3,1,1,0.9119090333067243
2016_3,3,1,2,0.08809096669327562
2016_3,3,2,1,0.17841284324828444
2016_3,3,2,2,0.8215871567517156
2016_4,3,1,1,0.8993813136769434
2016_4,3,1,2,0.10061868632305664
2016_4,3,2,1,0.15793745465126305
2016_4,3,2,2,0.8420625453487369
2017_1,3,1,1,0.9157140520591712
2017_1,3,1,2,0.08428594794082875
2017_1,3,2,1,0.18123719676627228
2017_1,3,2,2,0.8187628032337277
2017_2,3,1,1,0.9140455369492644
2017_2,3,1,2,0.08595446305073567
2017_2,3,2,1,0.17041902032257453
2017_2,3,2,2,0.8295809796774255
2017_3,3,1,1,0.9219820085567307
2017_3,3,1,2,0.0780179914432693
2017_3,3,2,1,0.1714410539655621
2017_3,3,2,2,0.8285589460344379
2017_4,3,1,1,0.9083697234525232
2017_4,3,1,2,0.09163027654747682
2017_4,3,2,1,0.1528393284319723
2017_4,3,2,2,0.8471606715680278
2018_1,3,1,1,0.9133364492656009
2018_1,3,1,2,0.08666355073439913
2018_1,3,2,1,0.16886481735699777
2018_1,3,2,2,0.8311351826430022
2018_2,3,1,1,0.9197806724861184
2018_2,3,1,2,0.0802193275138816
2018_2,3,2,1,0.1674228641734295
2018_2,3,2,2,0.8325771358265704
2018_3,3,1,1,0.9216731312203379
2018_3,3,1,2,0.07832686877966206
2018_3,3,2,1,0.1650110518251302
2018_3,3,2,2,0.8349889481748698
2018_4,3,1,1,0.9082063795222328
2018_4,3,1,2,0.09179362047776718
2018_4,3,2,1,0.15815577843469686
2018_4,3,2,2,0.8418442215653031
2019_1,3,1,1,0.9155233813228532
2019_1,3,1,2,0.08447661867714679
2019_1,3,2,1,0.18294171286022431
2019_1,3,2,2,0.8170582871397757
2019_2,3,1,1,0.9164815618294117
2019_2,3,1,2,0.08351843817058836
2019_2,3,2,1,0.17145063028006935
2019_2,3,2,2,0.8285493697199307
2019_3,3,1,1,0.9211726288437845
2019_3,3,1,2,0.07882737115621556
2019_3,3,2,1,0.1757563426888978
2019_3,3,2,2,0.8242436573111022
2019_4,3,1,1,0.9030884208346792
2019_4,3,1,2,0.09691157916532078
2019_4,3,2,1,0.15255335963000494
2019_4,3,2,2,0.8474466403699951
2020_1,3,1,1,0.8708959292861818
2020_1,3,1,2,0.12910407071381827
2020_1,3,2,1,0.06768721858597883
2020_1,3,2,2,0.9323127814140212
2020_2,3,1,1,0.908315312820726
2020_2,3,1,2,0.091684687179274
2020_2,3,2,1,0.09706925267049554
2020_2,3,2,2,0.9029307473295044
2020_3,3,1,1,0.9494420323229386
2020_3,3,1,2,0.05055796767706146
2020_3,3,2,1,0.1169300335033503
2020_3,3,2,2,0.8830699664966497
2020_4,3,1,1,0.9352883836063306
2020_4,3,1,2,0.06471161639366939
2020_4,3,2,1,0.09041060704949683
2020_4,3,2,2,0.9095893929505031
2021_1,3,1,1,0.9435671476462589
2021_1,3,1,2,0.05643285235374109
2021_1,3,2,1,0.09366957013044279
2021_1,3,2,2,0.9063304298695573
2021_2,3,1,1,0.9538994248040265
2021_2,3,1,2,0.04610057519597358
2021_2,3,2,1,0.10844426303790543
2021_2,3,2,2,0.8915557369620946
2021_3,3,1,1,0.9544304248825469
2021_3,3,1,2,0.04556957511745307
2021_3,3,2,1,0.11029134661347907
2021_3,3,2,2,0.8897086533865209
2021_4,3,1,1,0.8881046029597276
2021_4,3,1,2,0.11189539704027235
2021_4,3,2,1,0.18238970992815498
2021_4,3,2,2,0.817610290071845
2012_1,4,1,1,0.9602851824856287
2012_1,4,1,2,0.039714817514371385
2012_1,4,2,1,0.19191612787732412
2012_1,4,2,2,0.8080838721226759
2012_2,4,1,1,0.96476156593357
2012_2,4,1,2,0.03523843406643003
2012_2,4,2,1,0.1534679534026761
2012_2,4,2,2,0.8465320465973238
2012_3,4,1,1,0.9612944839386665
2012_3,4,1,2,0.03870551606133353
2012_3,4,2,1,0.13116261160740672
2012_3,4,2,2,0.8688373883925933
2012_4,4,1,1,0.9571181226829665
2012_4,4,1,2,0.042881877317033495
2012_4,4,2,1,0.13826141523060548
2012_4,4,2,2,0.8617385847693945
2013_1,4,1,1,0.9570005761775069
2013_1,4,1,2,0.0429994238224931
2013_1,4,2,1,0.1686520957624075
2013_1,4,2,2,0.8313479042375925
2013_2,4,1,1,0.9594121846370552
2013_2,4,1,2,0.04058781536294478
2013_2,4,2,1,0.15504039585683113
2013_2,4,2,2,0.8449596041431688
2013_3,4,1,1,0.9584998145791809
2013_3,4,1,2,0.04150018542081914
2013_3,4,2,1,0.13400640182136525
2013_3,4,2,2,0.8659935981786347
2013_4,4,1,1,0.9599455115530798
2013_4,4,1,2,0.040054488446920215
2013_4,4,2,1,0.13697500026182682
2013_4,4,2,2,0.8630249997381731
2014_1,4,1,1,0.9638596707345151
2014_1,4,1,2,0.03614032926548493
2014_1,4,2,1,0.15156585241790363
2014_1,4,2,2,0.8484341475820963
2014_2,4,1,1,0.967073071296123
2014_2,4,1,2,0.03292692870387703
2014_2,4,2,1,0.12805555126809579
2014_2,4,2,2,0.8719444487319042
2014_3,4,1,1,0.9663639380090892
2014_3,4,1,2,0.03363606199091084
2014_3,4,2,1,0.1261214566321542
2014_3,4,2,2,0.8738785433678458
2014_4,4,1,1,0.9556862025575913
2014_4,4,1,2,0.044313797442408674
2014_4,4,2,1,0.11679415112068407
2014_4,4,2,2,0.883205848879316
2015_1,4,1,1,0.9643115278092443
2015_1,4,1,2,0.03568847219075563
2015_1,4,2,1,0.14609752490227962
2015_1,4,2,2,0.8539024750977204
2015_2,4,1,1,0.9630379512414251
2015_2,4,1,2,0.03696204875857484
2015_2,4,2,1,0.1270643307839951
2015_2,4,2,2,0.8729356692160049
2015_3,4,1,1,0.9572692631963777
2015_3,4,1,2,0.0427307368036223
2015_3,4,2,1,0.16053788280004225
2015_3,4,2,2,0.8394621171999578
2015_4,4,1,1,0.9506456100024286
2015_4,4,1,2,0.049354389997571406
2015_4,4,2,1,0.12840966827336422
2015_4,4,2,2,0.8715903317266358
2016_1,4,1,1,0.9530670518198855
2016_1,4,1,2,0.046932948180114564
2016_1,4,2,1,0.1423781619567509
2016_1,4,2,2,0.8576218380432491
2016_2,4,1,1,0.9575175619382615
2016_2,4,1,2,0.042482438061738445
2016_2,4,2,1,0.13725572033970906
2016_2,4,2,2,0.862744279660291
2016_3,4,1,1,0.9595845117310907
2016_3,4,1,2,0.040415488268909325
2016_3,4,2,1,0.1474219622601789
2016_3,4,2,2,0.8525780377398211
2016_4,4,1,1,0.9479661974119556
2016_4,4,1,2,0.052033802588044374
2016_4,4,2,1,0.13549958301179488
2016_4,4,2,2,0.8645004169882051
2017_1,4,1,1,0.9566720705371554
2017_1,4,1,2,0.04332792946284458
2017_1,4,2,1,0.1725104951973391
2017_1,4,2,2,0.8274895048026609
2017_2,4,1,1,0.9599908467176596
2017_2,4,1,2,0.040009153282340434
2017_2,4,2,1,0.1529411115980658
2017_2,4,2,2,0.8470588884019342
2017_3,4,1,1,0.9606608235467969
2017_3,4,1,2,0.03933917645320308
2017_3,4,2,1,0.13081476415511642
2017_3,4,2,2,0.8691852358448836
2017_4,4,1,1,0.955558739699217
2017_4,4,1,2,0.04444126030078303
2017_4,4,2,1,0.13204500680890568
2017_4,4,2,2,0.8679549931910944
2018_1,4,1,1,0.9585774620793468
2018_1,4,1,2,0.041422537920653174
2018_1,4,2,1,0.15311187126524492
2018_1,4,2,2,0.846888128734755
2018_2,4,1,1,0.9616698233827993
2018_2,4,1,2,0.03833017661720068
2018_2,4,2,1,0.14104746020405043
2018_2,4,2,2,0.8589525397959495
2018_3,4,1,1,0.9611848049687227
2018_3,4,1,2,0.038815195031277276
2018_3,4,2,1,0.14014911985534403
2018_3,4,2,2,0.8598508801446559
2018_4,4,1,1,0.9536759456058551
2018_4,4,1,2,0.046324054394144845
2018_4,4,2,1,0.1243983771391582
2018_4,4,2,2,0.8756016228608418
2019_1,4,1,1,0.9591395710953673
2019_1,4,1,2,0.0408604289046327
2019_1,4,2,1,0.16250777153911505
2019_1,4,2,2,0.837492228460885
2019_2,4,1,1,0.9601890253721886
2019_2,4,1,2,0.03981097462781141
2019_2,4,2,1,0.143428559697603
2019_2,4,2,2,0.8565714403023971
2019_3,4,1,1,0.9598192511759565
2019_3,4,1,2,0.04018074882404355
2019_3,4,2,1,0.1373566413355611
2019_3,4,2,2,0.8626433586644389
2019_4,4,1,1,0.9517170063455778
2019_4,4,1,2,0.04828299365442221
2019_4,4,2,1,0.12316088678658871
2019_4,4,2,2,0.8768391132134113
2020_1,4,1,1,0.9418348560590271
2020_1,4,1,2,0.05816514394097298
2020_1,4,2,1,0.06747959062781096
2020_1,4,2,2,0.932520409372189
2020_2,4,1,1,0.9416258591263461
2020_2,4,1,2,0.05837414087365389
2020_2,4,2,1,0.10054171199879015
2020_2,4,2,2,0.8994582880012099
2020_3,4,1,1,0.9728928288261777
2020_3,4,1,2,0.0271071711738223
2020_3,4,2,1,0.09989755171470706
2020_3,4,2,2,0.900102448285293
2020_4,4,1,1,0.9660793897524631
2020_4,4,1,2,0.03392061024753686
2020_4,4,2,1,0.07660539018864448
2020_4,4,2,2,0.9233946098113555
2021_1,4,1,1,0.9746369342314144
2021_1,4,1,2,0.025363065768585595
2021_1,4,2,1,0.09756571764845887
2021_1,4,2,2,0.9024342823515411
2021_2,4,1,1,0.9798314597584455
2021_2,4,1,2,0.020168540241554497
2021_2,4,2,1,0.0940532957139323
2021_2,4,2,2,0.9059467042860677
2021_3,4,1,1,0.9808072879333385
2021_3,4,1,2,0.019192712066661517
2021_3,4,2,1,0.09460939456358476
2021_3,4,2,2,0.9053906054364153
2021_4,4,1,1,0.940978953741039
2021_4,4,1,2,0.05902104625896093
2021_4,4,2,1,0.1407753977455037
2021_4,4,2,2,0.8592246022544963
