trim,educ,posicao_inicial,posicao_final,transition
2012_2,1,9,10,31627.588737487793
2012_2,1,10,1,12509.642974853516
2012_2,1,10,2,4566.552749633789
2012_2,1,10,3,5256.7492752075195
2012_2,1,10,4,10739.202095031738
2012_2,1,10,5,2653.2352447509766
2012_2,1,10,6,13734.509593963623
2012_2,1,10,7,0
2012_2,1,10,8,0
2012_2,1,10,9,33984.88534927368
2012_2,1,10,10,140953.6211795807
2012_3,1,1,1,20823180.744976044
2012_3,1,1,2,432271.77852630615
2012_3,1,1,3,173021.48262786865
2012_3,1,1,4,357324.1222381592
2012_3,1,1,5,65406.6576461792
2012_3,1,1,6,640633.3160543442
2012_3,1,1,7,0
2012_3,1,1,8,0
2012_3,1,1,9,16548.99126434326
2012_3,1,1,10,10220.803287506104
2012_3,1,2,1,387096.9187679291
2012_3,1,2,2,419317.452999115
2012_3,1,2,3,122397.32464981079
2012_3,1,2,4,147220.39699935913
2012_3,1,2,5,6056.759838104248
2012_3,1,2,6,109069.02247810364
2012_3,1,2,7,0
2012_3,1,2,8,0
2012_3,1,2,9,2883.2472076416016
2012_3,1,2,10,3730.7918739318848
2012_3,1,3,1,210342.8443260193
2012_3,1,3,2,131506.5401763916
2012_3,1,3,3,4352037.044346809
2012_3,1,3,4,235179.67312908173
2012_3,1,3,5,28420.7700881958
2012_3,1,3,6,118495.93873977661
2012_3,1,3,7,0
2012_3,1,3,8,0
2012_3,1,3,9,35774.52128601074
2012_3,1,3,10,4914.177223205566
2012_3,1,4,1,337948.2009830475
2012_3,1,4,2,134894.51347732544
2012_3,1,4,3,302526.1200065613
2012_3,1,4,4,1652736.3000564575
2012_3,1,4,5,38782.216079711914
2012_3,1,4,6,369248.575466156
2012_3,1,4,7,0
2012_3,1,4,8,0
2012_3,1,4,9,7050.621368408203
2012_3,1,4,10,12280.137657165527
2012_3,1,5,1,56623.8724899292
2012_3,1,5,2,8920.25341796875
2012_3,1,5,3,24969.977195739746
2012_3,1,5,4,49554.06587600708
2012_3,1,5,5,588347.7215251923
2012_3,1,5,6,242613.49069595337
2012_3,1,5,7,0
2012_3,1,5,8,0
2012_3,1,5,9,2029.0856399536133
2012_3,1,5,10,2052.779853820801
2012_3,1,6,1,571331.2379016876
2012_3,1,6,2,88336.14164352417
2012_3,1,6,3,139271.60912322998
2012_3,1,6,4,362688.8493690491
2012_3,1,6,5,222019.25430297852
2012_3,1,6,6,3441524.8053970337
2012_3,1,6,7,0
2012_3,1,6,8,0
2012_3,1,6,9,8176.259582519531
2012_3,1,6,10,8814.819025039673
2012_3,1,7,1,0
2012_3,1,7,2,0
2012_3,1,7,3,0
2012_3,1,7,4,0
2012_3,1,7,5,0
2012_3,1,7,6,0
2012_3,1,7,7,0
2012_3,1,7,8,0
2012_3,1,7,9,0
2012_3,1,7,10,0
2012_3,1,8,1,0
2012_3,1,8,2,0
2012_3,1,8,3,0
2012_3,1,8,4,0
2012_3,1,8,5,0
2012_3,1,8,6,0
2012_3,1,8,7,0
2012_3,1,8,8,0
2012_3,1,8,9,0
2012_3,1,8,10,0
2012_3,1,9,1,18624.822734832764
2012_3,1,9,2,2288.5596618652344
2012_3,1,9,3,40581.2448387146
2012_3,1,9,4,5139.041805267334
2012_3,1,9,5,1478.8657989501953
2012_3,1,9,6,3373.4339752197266
2012_3,1,9,7,0
2012_3,1,9,8,0
2012_3,1,9,9,413540.21533584595
2012_3,1,9,10,29017.220573425293
2012_3,1,10,1,20365.771408081055
2012_3,1,10,2,7829.1394691467285
2012_3,1,10,3,4855.127326965332
2012_3,1,10,4,13460.66195678711
2012_3,1,10,5,473.12486267089844
2012_3,1,10,6,12848.523139953613
2012_3,1,10,7,0
2012_3,1,10,8,0
2012_3,1,10,9,32357.437915802002
2012_3,1,10,10,127228.16156578064
2012_4,1,1,1,21047170.004320145
2012_4,1,1,2,512139.75567626953
2012_4,1,1,3,169962.36838150024
2012_4,1,1,4,335122.7109184265
2012_4,1,1,5,48836.9821395874
2012_4,1,1,6,600334.4007930756
2012_4,1,1,7,0
2012_4,1,1,8,0
2012_4,1,1,9,22278.910766601563
2012_4,1,1,10,24029.94646167755
2012_4,1,2,1,422306.43686676025
2012_4,1,2,2,398345.6780395508
2012_4,1,2,3,110952.27210235596
2012_4,1,2,4,137353.73481559753
2012_4,1,2,5,4210.159637451172
2012_4,1,2,6,103814.61242485046
2012_4,1,2,7,0
2012_4,1,2,8,0
2012_4,1,2,9,4215.0419845581055
2012_4,1,2,10,7940.895820617676
2012_4,1,3,1,223354.08192825317
2012_4,1,3,2,130251.94849014282
2012_4,1,3,3,4256583.439311981
2012_4,1,3,4,245057.15495681763
2012_4,1,3,5,31347.809257507324
2012_4,1,3,6,116572.44752979279
2012_4,1,3,7,0
2012_4,1,3,8,0
2012_4,1,3,9,40490.427658081055
2012_4,1,3,10,9083.327220916748
2012_4,1,4,1,355615.6813240051
2012_4,1,4,2,163663.87843322754
2012_4,1,4,3,310295.6073360443
2012_4,1,4,4,1576972.4109077454
2012_4,1,4,5,48560.40616989136
2012_4,1,4,6,377841.5540676117
2012_4,1,4,7,0
2012_4,1,4,8,0
2012_4,1,4,9,6284.424892425537
2012_4,1,4,10,13389.042728424072
2012_4,1,5,1,62920.74034881592
2012_4,1,5,2,7578.665885925293
2012_4,1,5,3,32936.29805755615
2012_4,1,5,4,44518.10139083862
2012_4,1,5,5,586085.6802062988
2012_4,1,5,6,247270.60662078857
2012_4,1,5,7,0
2012_4,1,5,8,0
2012_4,1,5,9,1323.7304000854492
2012_4,1,5,10,573.2860870361328
2012_4,1,6,1,641204.1968669891
2012_4,1,6,2,115769.59046936035
2012_4,1,6,3,119007.25894165039
2012_4,1,6,4,400755.35540390015
2012_4,1,6,5,249439.20720672607
2012_4,1,6,6,3416515.375574112
2012_4,1,6,7,0
2012_4,1,6,8,0
2012_4,1,6,9,6812.416244506836
2012_4,1,6,10,19974.914806365967
2012_4,1,7,1,0
2012_4,1,7,2,0
2012_4,1,7,3,0
2012_4,1,7,4,0
2012_4,1,7,5,0
2012_4,1,7,6,0
2012_4,1,7,7,0
2012_4,1,7,8,0
2012_4,1,7,9,0
2012_4,1,7,10,0
2012_4,1,8,1,0
2012_4,1,8,2,0
2012_4,1,8,3,0
2012_4,1,8,4,0
2012_4,1,8,5,0
2012_4,1,8,6,0
2012_4,1,8,7,0
2012_4,1,8,8,0
2012_4,1,8,9,0
2012_4,1,8,10,0
2012_4,1,9,1,17963.973663330078
2012_4,1,9,2,3885.068832397461
2012_4,1,9,3,32740.878036499023
2012_4,1,9,4,4477.955429077148
2012_4,1,9,5,1784.1206436157227
2012_4,1,9,6,7790.28466796875
2012_4,1,9,7,0
2012_4,1,9,8,0
2012_4,1,9,9,368817.0654678345
2012_4,1,9,10,22538.12298965454
2012_4,1,10,1,25406.494422912598
2012_4,1,10,2,11432.345733642578
2012_4,1,10,3,7153.2020263671875
2012_4,1,10,4,14439.511734008789
2012_4,1,10,5,3340.4714183807373
2012_4,1,10,6,11246.597713470459
2012_4,1,10,7,0
2012_4,1,10,8,0
2012_4,1,10,9,24118.807815551758
2012_4,1,10,10,94394.76041412354
2013_1,1,1,1,19850904.470243454
2013_1,1,1,2,455456.6315231323
2013_1,1,1,3,202957.02417373657
2013_1,1,1,4,374240.26960754395
2013_1,1,1,5,73036.10433197021
2013_1,1,1,6,653705.7466564178
2013_1,1,1,7,0
2013_1,1,1,8,0
2013_1,1,1,9,25644.56090736389
2013_1,1,1,10,24581.854286193848
2013_1,1,2,1,454211.0899181366
2013_1,1,2,2,381597.25967788696
2013_1,1,2,3,121733.85607528687
2013_1,1,2,4,181153.70554161072
2013_1,1,2,5,13107.898277282715
2013_1,1,2,6,122529.36977005005
2013_1,1,2,7,0
2013_1,1,2,8,0
2013_1,1,2,9,6235.456687927246
2013_1,1,2,10,19272.618480682373
2013_1,1,3,1,197279.76992797852
2013_1,1,3,2,124185.64501953125
2013_1,1,3,3,4069224.9863681793
2013_1,1,3,4,227990.25738334656
2013_1,1,3,5,39439.384620666504
2013_1,1,3,6,124947.61345672607
2013_1,1,3,7,0
2013_1,1,3,8,0
2013_1,1,3,9,32507.544227600098
2013_1,1,3,10,8787.547912597656
2013_1,1,4,1,304917.2032279968
2013_1,1,4,2,132439.11417770386
2013_1,1,4,3,317625.488073349
2013_1,1,4,4,1448040.235321045
2013_1,1,4,5,45824.508518218994
2013_1,1,4,6,411799.2079029083
2013_1,1,4,7,0
2013_1,1,4,8,0
2013_1,1,4,9,11623.940570831299
2013_1,1,4,10,13135.313041687012
2013_1,1,5,1,60213.791076660156
2013_1,1,5,2,6083.9345626831055
2013_1,1,5,3,31237.314918518066
2013_1,1,5,4,36816.60741043091
2013_1,1,5,5,586072.9385528564
2013_1,1,5,6,269319.5087623596
2013_1,1,5,7,0
2013_1,1,5,8,0
2013_1,1,5,9,1603.7995834350586
2013_1,1,5,10,3591.723300933838
2013_1,1,6,1,640453.4928560257
2013_1,1,6,2,104534.9307308197
2013_1,1,6,3,149039.90645217896
2013_1,1,6,4,360813.745388031
2013_1,1,6,5,286410.88335990906
2013_1,1,6,6,3329002.510785103
2013_1,1,6,7,0
2013_1,1,6,8,0
2013_1,1,6,9,9881.483150482178
2013_1,1,6,10,19536.76766204834
2013_1,1,7,1,0
2013_1,1,7,2,0
2013_1,1,7,3,0
2013_1,1,7,4,0
2013_1,1,7,5,0
2013_1,1,7,6,0
2013_1,1,7,7,0
2013_1,1,7,8,0
2013_1,1,7,9,0
2013_1,1,7,10,0
2013_1,1,8,1,0
2013_1,1,8,2,0
2013_1,1,8,3,0
2013_1,1,8,4,0
2013_1,1,8,5,0
2013_1,1,8,6,0
2013_1,1,8,7,0
2013_1,1,8,8,0
2013_1,1,8,9,0
2013_1,1,8,10,0
2013_1,1,9,1,14983.260124206543
2013_1,1,9,2,1988.5340118408203
2013_1,1,9,3,34030.478954315186
2013_1,1,9,4,5608.539058685303
2013_1,1,9,5,1753.2042999267578
2013_1,1,9,6,5266.572456359863
2013_1,1,9,7,0
2013_1,1,9,8,0
2013_1,1,9,9,368631.1647415161
2013_1,1,9,10,23814.776805877686
2013_1,1,10,1,14049.633275985718
2013_1,1,10,2,8747.308319091797
2013_1,1,10,3,8497.4087600708
2013_1,1,10,4,23291.362548828125
2013_1,1,10,5,2679.0884857177734
2013_1,1,10,6,9803.652683258057
2013_1,1,10,7,0
2013_1,1,10,8,0
2013_1,1,10,9,32125.345706939697
2013_1,1,10,10,97379.13715744019
2013_2,1,1,1,19838912.340247154
2013_2,1,1,2,384595.78524017334
2013_2,1,1,3,187907.88534355164
2013_2,1,1,4,364617.5424499512
2013_2,1,1,5,64322.490242004395
2013_2,1,1,6,640136.243724823
2013_2,1,1,7,0
2013_2,1,1,8,0
2013_2,1,1,9,17241.23340034485
2013_2,1,1,10,22349.435340881348
2013_2,1,2,1,430788.5495147705
2013_2,1,2,2,347566.81101608276
2013_2,1,2,3,134171.78689956665
2013_2,1,2,4,146237.13210868835
2013_2,1,2,5,7065.293640136719
2013_2,1,2,6,134900.48299217224
2013_2,1,2,7,0
2013_2,1,2,8,0
2013_2,1,2,9,4310.170104980469
2013_2,1,2,10,5808.1436195373535
2013_2,1,3,1,194864.74114990234
2013_2,1,3,2,98057.49534988403
2013_2,1,3,3,4158632.730199814
2013_2,1,3,4,248662.72833251953
2013_2,1,3,5,31571.03685760498
2013_2,1,3,6,130749.67935562134
2013_2,1,3,7,0
2013_2,1,3,8,0
2013_2,1,3,9,47270.52368927002
2013_2,1,3,10,10419.67919921875
2013_2,1,4,1,306276.0452785492
2013_2,1,4,2,129017.89766693115
2013_2,1,4,3,337327.20568466187
2013_2,1,4,4,1455828.3981056213
2013_2,1,4,5,47717.68354034424
2013_2,1,4,6,396790.7985343933
2013_2,1,4,7,0
2013_2,1,4,8,0
2013_2,1,4,9,11757.138137817383
2013_2,1,4,10,19695.197231292725
2013_2,1,5,1,70378.31541824341
2013_2,1,5,2,4260.961639404297
2013_2,1,5,3,39166.326110839844
2013_2,1,5,4,41862.07917022705
2013_2,1,5,5,606369.3481416702
2013_2,1,5,6,272454.4913158417
2013_2,1,5,7,0
2013_2,1,5,8,0
2013_2,1,5,9,3631.9530868530273
2013_2,1,5,10,1273.0471725463867
2013_2,1,6,1,720993.1300563812
2013_2,1,6,2,86862.424659729
2013_2,1,6,3,146241.69849777222
2013_2,1,6,4,376919.98785591125
2013_2,1,6,5,296449.2293128967
2013_2,1,6,6,3240516.4755916595
2013_2,1,6,7,0
2013_2,1,6,8,0
2013_2,1,6,9,6042.734569549561
2013_2,1,6,10,19806.47979736328
2013_2,1,7,1,0
2013_2,1,7,2,0
2013_2,1,7,3,0
2013_2,1,7,4,0
2013_2,1,7,5,0
2013_2,1,7,6,0
2013_2,1,7,7,0
2013_2,1,7,8,0
2013_2,1,7,9,0
2013_2,1,7,10,0
2013_2,1,8,1,0
2013_2,1,8,2,0
2013_2,1,8,3,0
2013_2,1,8,4,0
2013_2,1,8,5,0
2013_2,1,8,6,0
2013_2,1,8,7,0
2013_2,1,8,8,0
2013_2,1,8,9,0
2013_2,1,8,10,0
2013_2,1,9,1,19410.279383659363
2013_2,1,9,2,3311.1630859375
2013_2,1,9,3,39581.36112976074
2013_2,1,9,4,6319.667663574219
2013_2,1,9,5,2071.4640502929687
2013_2,1,9,6,4935.246223449707
2013_2,1,9,7,0
2013_2,1,9,8,0
2013_2,1,9,9,375540.89946746826
2013_2,1,9,10,30396.182594299316
2013_2,1,10,1,14993.384132385254
2013_2,1,10,2,2990.028667449951
2013_2,1,10,3,11767.418210983276
2013_2,1,10,4,15217.492370605469
2013_2,1,10,5,551.5179977416992
2013_2,1,10,6,12472.74882888794
2013_2,1,10,7,0
2013_2,1,10,8,0
2013_2,1,10,9,27789.65545654297
2013_2,1,10,10,116726.84113788605
2013_3,1,1,1,20540451.513936996
2013_3,1,1,2,360706.72106552124
2013_3,1,1,3,191038.8729133606
2013_3,1,1,4,349549.7309436798
2013_3,1,1,5,70791.02659034729
2013_3,1,1,6,695614.6971187592
2013_3,1,1,7,0
2013_3,1,1,8,0
2013_3,1,1,9,19332.955738067627
2013_3,1,1,10,15523.133602142334
2013_3,1,2,1,373428.817193985
2013_3,1,2,2,302515.31343078613
2013_3,1,2,3,103888.01519393921
2013_3,1,2,4,144369.02339172363
2013_3,1,2,5,5570.461837768555
2013_3,1,2,6,119337.07455444336
2013_3,1,2,7,0
2013_3,1,2,8,0
2013_3,1,2,9,4008.3411293029785
2013_3,1,2,10,6558.381542205811
2013_3,1,3,1,203558.7714996338
2013_3,1,3,2,97565.09910583496
2013_3,1,3,3,4295570.068403244
2013_3,1,3,4,237003.28429222107
2013_3,1,3,5,33824.39570236206
2013_3,1,3,6,119746.20688438416
2013_3,1,3,7,0
2013_3,1,3,8,0
2013_3,1,3,9,36405.67795944214
2013_3,1,3,10,6085.91898727417
2013_3,1,4,1,326815.2420835495
2013_3,1,4,2,116533.3515548706
2013_3,1,4,3,298499.9025440216
2013_3,1,4,4,1419737.061006546
2013_3,1,4,5,43314.92304611206
2013_3,1,4,6,406202.8336620331
2013_3,1,4,7,0
2013_3,1,4,8,0
2013_3,1,4,9,4451.929931640625
2013_3,1,4,10,17110.52727508545
2013_3,1,5,1,64899.26779937744
2013_3,1,5,2,4269.138427734375
2013_3,1,5,3,26154.814277648926
2013_3,1,5,4,43155.21818161011
2013_3,1,5,5,603635.2948684692
2013_3,1,5,6,295646.41533374786
2013_3,1,5,7,0
2013_3,1,5,8,0
2013_3,1,5,9,1725.8822174072266
2013_3,1,5,10,252.31743621826172
2013_3,1,6,1,598587.1885623932
2013_3,1,6,2,73875.27772521973
2013_3,1,6,3,154094.97617340088
2013_3,1,6,4,355988.73126220703
2013_3,1,6,5,314290.8209915161
2013_3,1,6,6,3319132.9555778503
2013_3,1,6,7,0
2013_3,1,6,8,0
2013_3,1,6,9,6805.756546020508
2013_3,1,6,10,12173.1535987854
2013_3,1,7,1,0
2013_3,1,7,2,0
2013_3,1,7,3,0
2013_3,1,7,4,0
2013_3,1,7,5,0
2013_3,1,7,6,0
2013_3,1,7,7,0
2013_3,1,7,8,0
2013_3,1,7,9,0
2013_3,1,7,10,0
2013_3,1,8,1,0
2013_3,1,8,2,0
2013_3,1,8,3,0
2013_3,1,8,4,0
2013_3,1,8,5,0
2013_3,1,8,6,0
2013_3,1,8,7,0
2013_3,1,8,8,0
2013_3,1,8,9,0
2013_3,1,8,10,0
2013_3,1,9,1,19801.98024749756
2013_3,1,9,2,1779.852310180664
2013_3,1,9,3,42126.946144104004
2013_3,1,9,4,8261.928936004639
2013_3,1,9,5,788.1478424072266
2013_3,1,9,6,5890.768936157227
2013_3,1,9,7,0
2013_3,1,9,8,0
2013_3,1,9,9,363321.9451084137
2013_3,1,9,10,40403.442180633545
2013_3,1,10,1,18178.7416305542
2013_3,1,10,2,3719.463634490967
2013_3,1,10,3,11122.848178863525
2013_3,1,10,4,14219.27660369873
2013_3,1,10,5,2135.0397911071777
2013_3,1,10,6,14036.163410186768
2013_3,1,10,7,0
2013_3,1,10,8,0
2013_3,1,10,9,28492.521827697754
2013_3,1,10,10,133537.94759368896
2013_4,1,1,1,20882718.039759636
2013_4,1,1,2,473075.6754055023
2013_4,1,1,3,190816.3206062317
2013_4,1,1,4,334035.4584159851
2013_4,1,1,5,67809.96839523315
2013_4,1,1,6,649905.1760005951
2013_4,1,1,7,0
2013_4,1,1,8,0
2013_4,1,1,9,26346.231113433838
2013_4,1,1,10,21642.045932769775
2013_4,1,2,1,384998.54801368713
2013_4,1,2,2,298679.75720214844
2013_4,1,2,3,92712.79634475708
2013_4,1,2,4,112955.51178741455
2013_4,1,2,5,9736.530944824219
2013_4,1,2,6,100874.81703948975
2013_4,1,2,7,0
2013_4,1,2,8,0
2013_4,1,2,9,4072.6241912841797
2013_4,1,2,10,3960.662239074707
2013_4,1,3,1,240150.8272380829
2013_4,1,3,2,107664.56130218506
2013_4,1,3,3,4218786.358905792
2013_4,1,3,4,226821.42459106445
2013_4,1,3,5,46765.51014709473
2013_4,1,3,6,127235.8552532196
2013_4,1,3,7,0
2013_4,1,3,8,0
2013_4,1,3,9,44754.176219940186
2013_4,1,3,10,5673.351528167725
2013_4,1,4,1,340760.08901786804
2013_4,1,4,2,126676.00897598267
2013_4,1,4,3,293912.33239364624
2013_4,1,4,4,1433163.8987884521
2013_4,1,4,5,46694.978912353516
2013_4,1,4,6,371648.5866737366
2013_4,1,4,7,0
2013_4,1,4,8,0
2013_4,1,4,9,9520.777732849121
2013_4,1,4,10,13634.826606750488
2013_4,1,5,1,88407.01463127136
2013_4,1,5,2,9152.784355163574
2013_4,1,5,3,34925.288860321045
2013_4,1,5,4,46908.49119949341
2013_4,1,5,5,647653.6772689819
2013_4,1,5,6,302585.44299316406
2013_4,1,5,7,0
2013_4,1,5,8,0
2013_4,1,5,9,1567.3785400390625
2013_4,1,5,10,904.5799102783203
2013_4,1,6,1,676821.2254247665
2013_4,1,6,2,123462.98687934875
2013_4,1,6,3,126043.98976135254
2013_4,1,6,4,359020.0895795822
2013_4,1,6,5,309809.7926931381
2013_4,1,6,6,3295054.2914590836
2013_4,1,6,7,0
2013_4,1,6,8,0
2013_4,1,6,9,10253.71823501587
2013_4,1,6,10,14378.837049484253
2013_4,1,7,1,0
2013_4,1,7,2,0
2013_4,1,7,3,0
2013_4,1,7,4,0
2013_4,1,7,5,0
2013_4,1,7,6,0
2013_4,1,7,7,0
2013_4,1,7,8,0
2013_4,1,7,9,0
2013_4,1,7,10,0
2013_4,1,8,1,0
2013_4,1,8,2,0
2013_4,1,8,3,0
2013_4,1,8,4,0
2013_4,1,8,5,0
2013_4,1,8,6,0
2013_4,1,8,7,0
2013_4,1,8,8,0
2013_4,1,8,9,0
2013_4,1,8,10,0
2013_4,1,9,1,17698.0457572937
2013_4,1,9,2,5321.872581481934
2013_4,1,9,3,35285.06079483032
2013_4,1,9,4,4757.140846252441
2013_4,1,9,5,1733.0513381958008
2013_4,1,9,6,4332.167556762695
2013_4,1,9,7,0
2013_4,1,9,8,0
2013_4,1,9,9,340525.96052742004
2013_4,1,9,10,23789.263772964478
2013_4,1,10,1,18295.18852996826
2013_4,1,10,2,5927.892490386963
2013_4,1,10,3,9668.497440338135
2013_4,1,10,4,11821.813598632813
2013_4,1,10,5,1806.543960571289
2013_4,1,10,6,11164.46082687378
2013_4,1,10,7,0
2013_4,1,10,8,0
2013_4,1,10,9,34111.42545700073
2013_4,1,10,10,111650.62205123901
2014_1,1,1,1,20187456.573768854
2014_1,1,1,2,393745.29998493195
2014_1,1,1,3,189574.53228378296
2014_1,1,1,4,361776.5225906372
2014_1,1,1,5,64709.17203903198
2014_1,1,1,6,639079.3075165749
2014_1,1,1,7,0
2014_1,1,1,8,0
2014_1,1,1,9,26481.853317260742
2014_1,1,1,10,23668.470321655273
2014_1,1,2,1,388947.22240161896
2014_1,1,2,2,312421.38695526123
2014_1,1,2,3,135234.53873443604
2014_1,1,2,4,148803.61736488342
2014_1,1,2,5,7776.511375427246
2014_1,1,2,6,103803.5518245697
2014_1,1,2,7,0
2014_1,1,2,8,0
2014_1,1,2,9,1864.9890956878662
2014_1,1,2,10,6105.313369750977
2014_1,1,3,1,210510.79139137268
2014_1,1,3,2,114344.37113571167
2014_1,1,3,3,4134434.1117863655
