year_quarter,educ,proporcao
2014_3,3,0.41475008982593525
2014_4,3,0.41025233167349395
2014_4,3,0.41025233167349395
2015_1,3,0.3944736991580302
2015_1,3,0.3944736991580302
2015_2,3,0.39573738809450204
2015_2,3,0.39573738809450204
2015_3,3,0.38805168925617295
2015_3,3,0.38805168925617295
2015_4,3,0.38261295955169283
2015_4,3,0.38261295955169283
2016_1,3,0.36403778330261194
2016_1,3,0.36403778330261194
2016_2,3,0.3685670326959655
2016_2,3,0.3685670326959655
2016_3,3,0.3630130313478717
2016_3,3,0.3630130313478717
2016_4,3,0.3625515202127089
2016_4,3,0.3625515202127089
2017_1,3,0.34604386529652686
2017_1,3,0.34604386529652686
2017_2,3,0.348348371600701
2017_2,3,0.348348371600701
2017_3,3,0.34607254856379777
2017_3,3,0.34607254856379777
2017_4,3,0.3461230714499335
2017_4,3,0.3461230714499335
2018_1,3,0.3336350748269867
2018_1,3,0.3336350748269867
2018_2,3,0.3387443237453229
2018_2,3,0.3387443237453229
2018_3,3,0.34106259386978643
2018_3,3,0.34106259386978643
2018_4,3,0.3383003837502029
2018_4,3,0.3383003837502029
2019_1,3,0.3294782058603276
2019_1,3,0.3294782058603276
2019_2,3,0.3364018193573796
2019_2,3,0.3364018193573796
2019_3,3,0.3345610430579604
2019_3,3,0.3345610430579604
2019_4,3,0.3387328907282405
2019_4,3,0.3387328907282405
2020_1,3,0.313645685326729
2020_1,3,0.313645685326729
2020_2,3,0.2551831780542818
2020_2,3,0.2551831780542818
2020_3,3,0.28223845951877075
2020_3,3,0.28223845951877075
2020_4,3,0.2959737327418866
2020_4,3,0.2959737327418866
2021_1,3,0.28984964908996774
2021_1,3,0.28984964908996774
2021_2,3,0.29550590997414594
2021_2,3,0.29550590997414594
2021_3,3,0.30505449503141757
2021_3,3,0.30505449503141757
2012_1,4,0.5132983000189705
2012_2,4,0.5476129830941199
2012_2,4,0.5476129830941199
2012_3,4,0.5408754948194947
2012_3,4,0.5408754948194947
2012_4,4,0.5376762212788324
2012_4,4,0.5376762212788324
2013_1,4,0.5200207924663115
2013_1,4,0.5200207924663115
2013_2,4,0.5400497998421926
2013_2,4,0.5400497998421926
2013_3,4,0.5409114357918533
2013_3,4,0.5409114357918533
2013_4,4,0.5388305644201047
2013_4,4,0.5388305644201047
2014_1,4,0.529960194794059
2014_1,4,0.529960194794059
2014_2,4,0.5427045048328002
2014_2,4,0.5427045048328002
2014_3,4,0.5342712579968685
2014_3,4,0.5342712579968685
2014_4,4,0.5199710859064185
2014_4,4,0.5199710859064185
2015_1,4,0.5004792101731248
2015_1,4,0.5004792101731248
2015_2,4,0.5209722192887118
2015_2,4,0.5209722192887118
2015_3,4,0.5070651714478863
2015_3,4,0.5070651714478863
2015_4,4,0.5069650092082734
2015_4,4,0.5069650092082734
2016_1,4,0.4839108935173081
2016_1,4,0.4839108935173081
2016_2,4,0.49632785155539016
2016_2,4,0.49632785155539016
2016_3,4,0.4920889587396326
2016_3,4,0.4920889587396326
2016_4,4,0.4986923357278377
2016_4,4,0.4986923357278377
2017_1,4,0.4692331015343431
2017_1,4,0.4692331015343431
2017_2,4,0.4865035461420621
2017_2,4,0.4865035461420621
2017_3,4,0.47542064858562055
2017_3,4,0.47542064858562055
2017_4,4,0.4690972918911799
2017_4,4,0.4690972918911799
2018_1,4,0.4508056634714657
2018_1,4,0.4508056634714657
2018_2,4,0.4692319785512979
2018_2,4,0.4692319785512979
2018_3,4,0.45863554140161056
2018_3,4,0.45863554140161056
2018_4,4,0.455864657053768
2018_4,4,0.455864657053768
2019_1,4,0.4405268290328233
2019_1,4,0.4405268290328233
2019_2,4,0.47060530450738197
2019_2,4,0.47060530450738197
2019_3,4,0.4526879122253738
2019_3,4,0.4526879122253738
2019_4,4,0.45962832947066423
2019_4,4,0.45962832947066423
2020_1,4,0.42539406740563135
2020_1,4,0.42539406740563135
2020_2,4,0.391329104273172
2020_2,4,0.391329104273172
2020_3,4,0.4338422330582413
2020_3,4,0.4338422330582413
2020_4,4,0.4398296187028046
2020_4,4,0.4398296187028046
2021_1,4,0.42955866088357325
2021_1,4,0.42955866088357325
2021_2,4,0.43699734444788485
2021_2,4,0.43699734444788485
2021_3,4,0.44870093771116615
2021_3,4,0.44870093771116615
