year_quarter,educ,proporcao
2014_3,3,0.08260052911517671
2014_4,3,0.08175826706236612
2014_4,3,0.08175826706236612
2015_1,3,0.07621200873207697
2015_1,3,0.07621200873207697
2015_2,3,0.07816987354816123
2015_2,3,0.07816987354816123
2015_3,3,0.07973845061206238
2015_3,3,0.07973845061206238
2015_4,3,0.0789076112539033
2015_4,3,0.0789076112539033
2016_1,3,0.07271160624962449
2016_1,3,0.07271160624962449
2016_2,3,0.07570372702325383
2016_2,3,0.07570372702325383
2016_3,3,0.07849148888390216
2016_3,3,0.07849148888390216
2016_4,3,0.07795937505055331
2016_4,3,0.07795937505055331
2017_1,3,0.0740340518551709
2017_1,3,0.0740340518551709
2017_2,3,0.0822490633968562
2017_2,3,0.0822490633968562
2017_3,3,0.0829221980492865
2017_3,3,0.0829221980492865
2017_4,3,0.0839561510869611
2017_4,3,0.0839561510869611
2018_1,3,0.07766197871941839
2018_1,3,0.07766197871941839
2018_2,3,0.08211603035069646
2018_2,3,0.08211603035069646
2018_3,3,0.08485165474339669
2018_3,3,0.08485165474339669
2018_4,3,0.08610270842012488
2018_4,3,0.08610270842012488
2019_1,3,0.07997735243517612
2019_1,3,0.07997735243517612
2019_2,3,0.08863892684959156
2019_2,3,0.08863892684959156
2019_3,3,0.09056691191834759
2019_3,3,0.09056691191834759
2019_4,3,0.08897961192475758
2019_4,3,0.08897961192475758
2020_1,3,0.07859443180240903
2020_1,3,0.07859443180240903
2020_2,3,0.05564370640927086
2020_2,3,0.05564370640927086
2020_3,3,0.06629153410617411
2020_3,3,0.06629153410617411
2020_4,3,0.07411381507743099
2020_4,3,0.07411381507743099
2021_1,3,0.07124697366712986
2021_1,3,0.07124697366712986
2021_2,3,0.0734806645114436
2021_2,3,0.0734806645114436
2021_3,3,0.07861676364387539
2021_3,3,0.07861676364387539
2012_1,4,0.0781818685256469
2012_2,4,0.0787562353830772
2012_2,4,0.0787562353830772
2012_3,4,0.07696513934813506
2012_3,4,0.07696513934813506
2012_4,4,0.07102850392437282
2012_4,4,0.07102850392437282
2013_1,4,0.06944349286605579
2013_1,4,0.06944349286605579
2013_2,4,0.07489157731406651
2013_2,4,0.07489157731406651
2013_3,4,0.07551765826293091
2013_3,4,0.07551765826293091
2013_4,4,0.07543897342285395
2013_4,4,0.07543897342285395
2014_1,4,0.07294491478483948
2014_1,4,0.07294491478483948
2014_2,4,0.07332792033591588
2014_2,4,0.07332792033591588
2014_3,4,0.07214542271266718
2014_3,4,0.07214542271266718
2014_4,4,0.07515938220115465
2014_4,4,0.07515938220115465
2015_1,4,0.066820567935699
2015_1,4,0.066820567935699
2015_2,4,0.07264635489641234
2015_2,4,0.07264635489641234
2015_3,4,0.0733176079287246
2015_3,4,0.0733176079287246
2015_4,4,0.07383027107217102
2015_4,4,0.07383027107217102
2016_1,4,0.06851759089541679
2016_1,4,0.06851759089541679
2016_2,4,0.07644045581212834
2016_2,4,0.07644045581212834
2016_3,4,0.07655467837954108
2016_3,4,0.07655467837954108
2016_4,4,0.07486660681342572
2016_4,4,0.07486660681342572
2017_1,4,0.07128999728191127
2017_1,4,0.07128999728191127
2017_2,4,0.0787267871933258
2017_2,4,0.0787267871933258
2017_3,4,0.08031745734240908
2017_3,4,0.08031745734240908
2017_4,4,0.07852301992872994
2017_4,4,0.07852301992872994
2018_1,4,0.07351240928480311
2018_1,4,0.07351240928480311
2018_2,4,0.08678433830695065
2018_2,4,0.08678433830695065
2018_3,4,0.08955304381677515
2018_3,4,0.08955304381677515
2018_4,4,0.08623516787138294
2018_4,4,0.08623516787138294
2019_1,4,0.07771900505476463
2019_1,4,0.07771900505476463
2019_2,4,0.08551573493152542
2019_2,4,0.08551573493152542
2019_3,4,0.08805810480238344
2019_3,4,0.08805810480238344
2019_4,4,0.0855832815728442
2019_4,4,0.0855832815728442
2020_1,4,0.0755242677183707
2020_1,4,0.0755242677183707
2020_2,4,0.06325197223533814
2020_2,4,0.06325197223533814
2020_3,4,0.07523483438122801
2020_3,4,0.07523483438122801
2020_4,4,0.07853141336989256
2020_4,4,0.07853141336989256
2021_1,4,0.07632127600903613
2021_1,4,0.07632127600903613
2021_2,4,0.07281190975030936
2021_2,4,0.07281190975030936
2021_3,4,0.0816731270605886
2021_3,4,0.0816731270605886
