trim,educ,posicao_inicial,posicao_final,transition
2020_2,1,4,3,0.1559064267077751
2020_2,1,4,4,0.7209605817093808
2020_3,1,1,1,0.947216932772568
2020_3,1,1,2,0.023124795316387774
2020_3,1,1,3,0.020009994399475664
2020_3,1,1,4,0.009648277511568519
2020_3,1,2,1,0.023471419887058996
2020_3,1,2,2,0.901178891532037
2020_3,1,2,3,0.05220566333737092
2020_3,1,2,4,0.023144025243533095
2020_3,1,3,1,0.004992481328111226
2020_3,1,3,2,0.017758424576868503
2020_3,1,3,3,0.960397334640855
2020_3,1,3,4,0.016851759454165324
2020_3,1,4,1,0.03069615561288199
2020_3,1,4,2,0.10698441691126546
2020_3,1,4,3,0.1408547807620489
2020_3,1,4,4,0.7214646467138036
2020_4,1,1,1,0.9340717293016235
2020_4,1,1,2,0.027988862049603998
2020_4,1,1,3,0.024020924046549142
2020_4,1,1,4,0.013918484602223356
2020_4,1,2,1,0.02841114639894408
2020_4,1,2,2,0.8794307269356602
2020_4,1,2,3,0.05686473536658243
2020_4,1,2,4,0.035293391298813336
2020_4,1,3,1,0.0026665844294137962
2020_4,1,3,2,0.012763898453981303
2020_4,1,3,3,0.9691515189064992
2020_4,1,3,4,0.015417998210105663
2020_4,1,4,1,0.03115669223280139
2020_4,1,4,2,0.0794865471928898
2020_4,1,4,3,0.11580737699370004
2020_4,1,4,4,0.7735493835806088
2021_1,1,1,1,0.9476340516420623
2021_1,1,1,2,0.020070050035350454
2021_1,1,1,3,0.01497013691958683
2021_1,1,1,4,0.017325761403000423
2021_1,1,2,1,0.02477169688201906
2021_1,1,2,2,0.8910649162018952
2021_1,1,2,3,0.05003478052321748
2021_1,1,2,4,0.03412860639286827
2021_1,1,3,1,0.0034481922433871673
2021_1,1,3,2,0.011134919670423557
2021_1,1,3,3,0.9700175127874902
2021_1,1,3,4,0.015399375298699133
2021_1,1,4,1,0.0342466418887292
2021_1,1,4,2,0.0723755223563154
2021_1,1,4,3,0.10985309630207783
2021_1,1,4,4,0.7835247394528776
2021_2,1,1,1,0.9419113144810143
2021_2,1,1,2,0.02742685476462427
2021_2,1,1,3,0.02455965819908548
2021_2,1,1,4,0.006102172555275919
2021_2,1,2,1,0.027568710449411143
2021_2,1,2,2,0.9088973830701536
2021_2,1,2,3,0.04288104104161181
2021_2,1,2,4,0.020652865438823463
2021_2,1,3,1,0.0035391196296522677
2021_2,1,3,2,0.013741137724606082
2021_2,1,3,3,0.9697185183045686
2021_2,1,3,4,0.013001224341173111
2021_2,1,4,1,0.039604212831417414
2021_2,1,4,2,0.09601039534969834
2021_2,1,4,3,0.13102702492665727
2021_2,1,4,4,0.733358366892227
2021_3,1,1,1,NA
2021_3,1,1,2,NA
2021_3,1,1,3,NA
2021_3,1,1,4,NA
2021_3,1,2,1,NA
2021_3,1,2,2,NA
2021_3,1,2,3,NA
2021_3,1,2,4,NA
2021_3,1,3,1,NA
2021_3,1,3,2,NA
2021_3,1,3,3,NA
2021_3,1,3,4,NA
2021_3,1,4,1,NA
2021_3,1,4,2,NA
2021_3,1,4,3,NA
2021_3,1,4,4,NA
2012_1,2,1,1,0.8530410976100284
2012_1,2,1,2,0.07525904515463523
2012_1,2,1,3,0.045319830464824414
2012_1,2,1,4,0.026380026770511964
2012_1,2,2,1,0.14246308112595255
2012_1,2,2,2,0.7016246259499613
2012_1,2,2,3,0.11693791285256855
2012_1,2,2,4,0.03897438007151758
2012_1,2,3,1,0.022807336678000282
2012_1,2,3,2,0.047424054928238826
2012_1,2,3,3,0.8782275021892886
2012_1,2,3,4,0.05154110620447232
2012_1,2,4,1,0.13055375145189949
2012_1,2,4,2,0.14040504267027923
2012_1,2,4,3,0.3445882257676603
2012_1,2,4,4,0.384452980110161
2012_2,2,1,1,0.8690887992260999
2012_2,2,1,2,0.07137975119765835
2012_2,2,1,3,0.03582797230970695
2012_2,2,1,4,0.023703477266534774
2012_2,2,2,1,0.1405661932649931
2012_2,2,2,2,0.7168321263799603
2012_2,2,2,3,0.10602502771549166
2012_2,2,2,4,0.03657665263955494
2012_2,2,3,1,0.02003819052651802
2012_2,2,3,2,0.04708925321342997
2012_2,2,3,3,0.8838614113720705
2012_2,2,3,4,0.04901114488798146
2012_2,2,4,1,0.1139891617976786
2012_2,2,4,2,0.13760448060454572
2012_2,2,4,3,0.3488997048277273
2012_2,2,4,4,0.3995066527700484
2012_3,2,1,1,0.8602195054384499
2012_3,2,1,2,0.07650605646499015
2012_3,2,1,3,0.038698032596911514
2012_3,2,1,4,0.024576405499648356
2012_3,2,2,1,0.13637042738069538
2012_3,2,2,2,0.7180917670033297
2012_3,2,2,3,0.10812844833561912
2012_3,2,2,4,0.03740935728035579
2012_3,2,3,1,0.02015136483600061
2012_3,2,3,2,0.04723623704019659
2012_3,2,3,3,0.8839121581144735
2012_3,2,3,4,0.04870024000932927
2012_3,2,4,1,0.11755962639973906
2012_3,2,4,2,0.14268890631658926
2012_3,2,4,3,0.3779851935241666
2012_3,2,4,4,0.3617662737595051
2012_4,2,1,1,0.8463771271345664
2012_4,2,1,2,0.08361819179046916
2012_4,2,1,3,0.04280485528682347
2012_4,2,1,4,0.027199825788140966
2012_4,2,2,1,0.14883083734433922
2012_4,2,2,2,0.6779823675112321
2012_4,2,2,3,0.11358632449237258
2012_4,2,2,4,0.05960047065205617
2012_4,2,3,1,0.023044444880187046
2012_4,2,3,2,0.04464897888563208
2012_4,2,3,3,0.8760138768976583
2012_4,2,3,4,0.056292699336522575
2012_4,2,4,1,0.12009248348637062
2012_4,2,4,2,0.13600060393377744
2012_4,2,4,3,0.38281665470988036
2012_4,2,4,4,0.36109025786997156
2013_1,2,1,1,0.8419003959445224
2013_1,2,1,2,0.08780538556967596
2013_1,2,1,3,0.041459626426850776
2013_1,2,1,4,0.028834592058950916
2013_1,2,2,1,0.15408208238270915
2013_1,2,2,2,0.6886696902796331
2013_1,2,2,3,0.11074387414763814
2013_1,2,2,4,0.04650435319001963
2013_1,2,3,1,0.022416493667929877
2013_1,2,3,2,0.048970059401708364
